kdcab|nama_cabang|shop|nama_toko|stock_14_20131352|stock_20_20131352|stock_14_20131353|stock_20_20131353|stock_14_20131354|stock_20_20131354|sales_qty_20131352|sales_qty_20131353|sales_qty_20131354
G301|SURABAYA|F0ZX|APARTEMEN THE SAMATOR|0|0|0|0|0|0|17|20|22
G301|SURABAYA|F13U|ANTARTIKA|0|0|0|0|0|0|3|2|5
G301|SURABAYA|F1CC|RAYA KEMIRI|0|0|0|0|0|0|7|3|6
G301|SURABAYA|F1FY|TARIK SIDOARJO|0|0|0|0|0|0|0|2|4
G301|SURABAYA|F1V7|THE TAMAN DHIKA|0|0|0|0|0|0|7|13|4
G301|SURABAYA|F20H|KUTISARI UTARA|0|0|0|0|0|0|5|8|1
G301|SURABAYA|F23Q|PEPELEGI|0|0|0|0|0|0|3|3|6
G301|SURABAYA|F2HH|ARTERI PORONG 2|0|0|0|0|0|0|5|6|1
G301|SURABAYA|F2JE|YKP PENJARINGANSARI|0|0|0|0|0|0|2|3|4
G301|SURABAYA|F2NA|KETINTANG MADYA|0|0|0|0|0|0|3|12|0
G301|SURABAYA|F2XX|BLURU PERMAI|0|0|0|0|0|0|1|5|9
G301|SURABAYA|F32L|RATU AYU|0|0|0|0|0|0|3|7|6
G301|SURABAYA|F37Q|PRAPEN INDAH|0|0|0|0|0|0|7|9|1
G301|SURABAYA|F424|DELTA SARI|0|0|0|0|0|0|0|3|16
G301|SURABAYA|F425|PEJAYA|0|0|0|0|0|0|1|0|10
G301|SURABAYA|F435|MUTIARA CITRA ASRI|0|0|0|0|0|0|0|1|0
G301|SURABAYA|F468|WAGE SIDOARJO|0|0|0|0|0|0|4|9|7
G301|SURABAYA|F49F|SAIMBANG|0|0|0|0|0|0|0|4|2
G301|SURABAYA|F4AK|CENTRAL PARK WIGUNA|0|0|0|0|0|0|0|1|0
G301|SURABAYA|F4H9|SEMAMPIR NIAGA CENTER|0|0|0|0|0|0|1|2|1
G301|SURABAYA|F56L|ALAM PESONA|0|0|0|0|0|0|4|10|0
G301|SURABAYA|F5AH|THE GRAHA RESIDENCE|0|0|0|0|0|0|1|1|2
G301|SURABAYA|F5MI|KEDUNGTURI 2|0|0|0|0|0|0|2|4|4
G301|SURABAYA|F5N6|KAHURIPAN  NIRWANA|0|0|0|0|0|0|1|8|8
G301|SURABAYA|F5SF|INJOKO|0|0|0|0|0|0|1|2|5
G301|SURABAYA|F5WF|TAMAN INDAH REGENCY|0|0|0|0|0|0|5|7|12
G301|SURABAYA|F5YX|SEKOLAHAN|0|0|0|0|0|0|4|11|11
G301|SURABAYA|F6N6|SUKOBOHAR|0|0|0|0|0|0|0|17|0
G301|SURABAYA|F6NZ|JATISARI 2|0|0|0|0|0|0|3|5|7
G301|SURABAYA|F6OF|GREEN MANSION|0|0|0|0|0|0|2|3|4
G301|SURABAYA|F74A|PECABEAN|0|0|0|0|0|0|0|3|2
G301|SURABAYA|F76L|SULTAN AGUNG|0|0|0|0|0|0|0|3|5
G301|SURABAYA|F77C|KLUDAN|0|0|0|0|0|0|3|7|0
G301|SURABAYA|F7KV|LAJUK SIDOARJO|0|0|0|0|0|0|1|6|0
G301|SURABAYA|F7XK|VILLA JASMINE 2|0|0|0|0|0|0|1|3|2
G301|SURABAYA|F80B|BALAS KLUMPRIK|0|0|0|0|0|0|1|2|5
G301|SURABAYA|F85R|TAMAN KRIAN REGENCY|0|0|0|0|0|0|0|4|5
G301|SURABAYA|F8N5|ASEM BAGUS|0|0|0|0|0|0|4|6|0
G301|SURABAYA|F8WN|PALM SQUARE|0|0|0|0|0|0|2|2|0
G301|SURABAYA|F921|JERUK GAMPING|0|0|0|0|0|0|2|8|3
G301|SURABAYA|F984|PURI INDAH|0|0|0|0|0|0|1|7|8
G301|SURABAYA|F9IU|ANJASMORO TROPODO|0|0|0|0|0|0|3|5|3
G301|SURABAYA|FAI9|DUKUH KUPANG 22|0|0|0|0|0|0|2|0|0
G301|SURABAYA|FBVQ|KEDUNGTURI|0|0|0|0|0|0|3|0|1
G301|SURABAYA|FC80|DELTASARI INDAH|0|0|0|0|0|0|1|8|0
G301|SURABAYA|FC82|BALONG GABUS|0|0|0|0|0|0|4|4|0
G301|SURABAYA|FC9Z|SINGKALAN KM 42|0|0|0|0|0|0|0|0|5
G301|SURABAYA|FCGP|RADEN PATAH 89|0|0|0|0|0|0|8|6|0
G301|SURABAYA|FCLV|GRAHA KOTA|0|0|0|0|0|0|2|0|6
G301|SURABAYA|FCNL|TLASIH|0|0|0|0|0|0|1|0|0
G301|SURABAYA|FD41|PONDOK  MARITIM|0|0|0|0|0|0|1|7|0
G301|SURABAYA|FD42|TANGGULANGIN 4|0|0|0|0|0|0|0|8|0
G301|SURABAYA|FD51|RUNGKUT MENANGGAL|0|0|0|0|0|0|5|18|0
G301|SURABAYA|FDBM|BRINGIN KULON|0|0|0|0|0|0|2|4|3
G301|SURABAYA|FDN0|APARTEMEN MY TOWER|0|0|0|0|0|0|2|4|1
G301|SURABAYA|FDT2|RUNGKUT ASRI TIMUR 2|0|0|0|0|0|0|2|6|0
G301|SURABAYA|FDTT|PARK ROYAL|0|0|0|0|0|0|1|3|1
G301|SURABAYA|FE6H|JADE SUDIMORO|0|0|0|0|0|0|1|1|1
G301|SURABAYA|FEF5|NGEMPLAK|0|0|0|0|0|0|2|4|1
G301|SURABAYA|FEGS|WISMA TROPODO II|0|0|0|0|0|0|0|0|5
G301|SURABAYA|FEQL|SEKAWAN ANGGUN|0|0|0|0|0|0|0|7|6
G301|SURABAYA|FEVO|GRIYA PERMATA GEDANGAN|0|0|0|0|0|0|1|3|7
G301|SURABAYA|FF35|KETINTANG 2|0|0|0|0|0|0|6|10|1
G301|SURABAYA|FF3Q|BLURU KIDUL|0|0|0|0|0|0|0|0|5
G301|SURABAYA|FFNK|RANDU ASRI|0|0|0|0|0|0|2|2|8
G301|SURABAYA|FGJK|MANDIRI RESIDENCE|0|0|0|0|0|0|3|2|5
G301|SURABAYA|FGL1|KAHURIPAN NIRWANA AVENUE|0|0|0|0|0|0|5|8|10
G301|SURABAYA|FH28|RAYA JENGGOT|0|0|0|0|0|0|4|1|3
G301|SURABAYA|FI3B|APARTEMEN WATER PALACE A|0|0|0|0|0|0|5|0|7
G301|SURABAYA|FI7A|TAMBAK REJO|0|0|0|0|0|0|0|4|0
G301|SURABAYA|FIEP|KAHURIPAN NIRWANA 2|0|0|0|0|0|0|1|11|13
G301|SURABAYA|FIJH|JUMPUT REJO 2|0|0|0|0|0|0|2|2|4
G301|SURABAYA|FIN6|CANDINEGORO|0|0|0|0|0|0|10|25|24
G301|SURABAYA|FIRF|PULO WONOKROMO|0|0|0|0|0|0|10|4|2
G301|SURABAYA|FITO|RUNGKUT KIDUL|0|0|0|0|0|0|3|5|0
G301|SURABAYA|FJ05|SAFE N LOCK|0|0|0|0|0|0|0|1|1
G301|SURABAYA|FJJK|SPAZIO|0|0|0|0|0|0|8|0|0
G301|SURABAYA|FJM1|RAYA ANGGASWANGI|0|0|0|0|0|0|3|4|3
G301|SURABAYA|FJRR|ALAM JUANDA|0|0|0|0|0|0|2|8|12
G301|SURABAYA|FK83|MEDOKAN SAWAH TIMUR|0|0|0|0|0|0|4|3|5
G301|SURABAYA|FKLI|CITRA HARMONY|0|0|0|0|0|0|1|5|7
G301|SURABAYA|FL4B|PRAMBON|0|0|0|0|0|0|2|8|3
G301|SURABAYA|FL83|TAMAN CANDILOKA|0|0|0|0|0|0|4|7|0
G301|SURABAYA|FLRP|TANGGULANGIN 5|0|0|0|0|0|0|2|7|2
G301|SURABAYA|FLTX|SEDATI GEDE 56|0|0|0|0|0|0|0|0|10
G301|SURABAYA|FM2O|RAYA SIWALAN PANJI|0|0|0|0|0|0|2|3|6
G301|SURABAYA|FMH7|LINGKAR BARAT 2|0|0|0|0|0|0|0|4|4
G301|SURABAYA|FMI9|BENDUL MERISI 6|0|0|0|0|0|0|5|4|2
G301|SURABAYA|FMOE|RUNGKUT ASRI TIMUR|0|0|0|0|0|0|3|3|11
G301|SURABAYA|FN0Q|GRAND SURYA|0|0|0|0|0|0|9|6|0
G301|SURABAYA|FNE4|JANGANASEM|0|0|0|0|0|0|3|9|0
G301|SURABAYA|FNKE|TAMAN SUKODONO REGENCY|0|0|0|0|0|0|3|1|3
G301|SURABAYA|FNTX|GREEN PUSPA ASRI|0|0|0|0|0|0|0|16|0
G301|SURABAYA|FNW3|RAYA KEMANTREN|0|0|0|0|0|0|0|2|2
G301|SURABAYA|FOAH|DELTA WEDORO|0|0|0|0|0|0|4|2|0
G301|SURABAYA|FOPV|HOTEL CAHAYA 3|0|0|0|0|0|0|3|2|0
G301|SURABAYA|FPDL|PANJUNAN|0|0|0|0|0|0|0|0|2
G301|SURABAYA|FPPR|APARTEMEN PUNCAK PERMAI|0|0|0|0|0|0|2|0|0
G301|SURABAYA|FPYR|RAYA BLIGO|0|0|0|0|0|0|2|11|0
G301|SURABAYA|FPZ0|IR. SOEKARNO 65|0|0|0|0|0|0|1|3|4
G301|SURABAYA|FQ34|KETINTANG  LOTUS|0|0|0|0|0|0|2|12|0
G301|SURABAYA|FQ72|WIGUNA|0|0|0|0|0|0|2|0|5
G301|SURABAYA|FQT2|REST AREA KM 754 A2|0|0|0|0|0|0|7|16|0
G301|SURABAYA|FQWT|PERMATA ALAM PERMAI|0|0|0|0|0|0|1|4|14
G301|SURABAYA|FQZU|JAGIR WONOKROMO|0|0|0|0|0|0|8|8|0
G301|SURABAYA|FR37|KREMBUNG 2|0|0|0|0|0|0|0|3|4
G301|SURABAYA|FR39|PURI SURYA JAYA|0|0|0|0|0|0|10|0|0
G301|SURABAYA|FR99|WADUNG  ASIH|0|0|0|0|0|0|0|2|7
G301|SURABAYA|FRA9|JEMUNDO|0|0|0|0|0|0|3|1|3
G301|SURABAYA|FRO8|SARINADE|0|0|0|0|0|0|3|11|9
G301|SURABAYA|FRYQ|TAMAN ASRI SELATAN 87|0|0|0|0|0|0|9|5|0
G301|SURABAYA|FSFL|SURYA SQUARE|0|0|0|0|0|0|4|5|15
G301|SURABAYA|FSMJ|JABON SIDOARJO|0|0|0|0|0|0|2|2|7
G301|SURABAYA|FSNV|TAMAN PONDOK JATI 2|0|0|0|0|0|0|2|6|0
G301|SURABAYA|FT7U|GRAND HARVEST|0|0|0|0|0|0|7|13|0
G301|SURABAYA|FTEG|BARENG KRAJAN|0|0|0|0|0|0|0|3|0
G301|SURABAYA|FTFC|SENOPATI KWANGSAN|0|0|0|0|0|0|2|4|0
G301|SURABAYA|FTN5|GRAND INDRAPRASTA|0|0|0|0|0|0|3|4|6
G301|SURABAYA|FTPI|CITRA GARDEN|0|0|0|0|0|0|7|9|15
G301|SURABAYA|FTRP|SEPANDE|0|0|0|0|0|0|0|3|3
G301|SURABAYA|FTXO|ARYO BEBANGAH|0|0|0|0|0|0|0|8|10
G301|SURABAYA|FUBS|SAPPHIRE RESIDENCE|0|0|0|0|0|0|0|8|11
G301|SURABAYA|FUXS|AMARTHA SAFIRA|0|0|0|0|0|0|5|4|4
G301|SURABAYA|FW63|DUKUH MENANGGAL|0|0|0|0|0|0|3|6|2
G301|SURABAYA|FW7X|DELTASARI 3|0|0|0|0|0|0|5|0|1
G301|SURABAYA|FWBG|NGELOM REGENCY|0|0|0|0|0|0|7|9|10
G301|SURABAYA|FWSX|KEDUNG REJO|0|0|0|0|0|0|0|14|0
G301|SURABAYA|FWUQ|TAMBAK SUMUR|0|0|0|0|0|0|2|7|0
G301|SURABAYA|FXB6|MANYAR SEDATI AGUNG|0|0|0|0|0|0|4|0|0
G301|SURABAYA|FXJJ|WONOAYU|0|0|0|0|0|0|2|3|3
G301|SURABAYA|FXV7|PONDOK MUTIARA|0|0|0|0|0|0|4|7|9
G301|SURABAYA|FY1N|CLOVER VILLE|0|0|0|0|0|0|5|2|7
G301|SURABAYA|FYNI|KENONGO REGENCY|0|0|0|0|0|0|10|1|1
G301|SURABAYA|FYR7|KAHURIPAN NIRWANA 3|0|0|0|0|0|0|3|6|12
G301|SURABAYA|FZC2|REST AREA KM 753 B2|0|0|0|0|0|0|4|3|1
G301|SURABAYA|FZHN|GUBERNUR SUNANDAR JREBENG|0|0|0|0|0|0|2|3|0
G301|SURABAYA|FZIO|KEMANGSEN|0|0|0|0|0|0|0|4|0
G301|SURABAYA|FZKF|ANGGASWANGI|0|0|0|0|0|0|3|3|4
G301|SURABAYA|T009|MASTRIP|0|0|0|0|0|0|6|6|7
G301|SURABAYA|T0BA|GUNUNG ANYAR TAMBAK|0|0|0|0|0|0|2|1|4
G301|SURABAYA|T0BK|RUNGKUT MADYA 199|0|0|0|0|0|0|2|8|10
G301|SURABAYA|T0GB|RAYA TAMAN|0|0|0|0|0|0|5|5|0
G301|SURABAYA|T0GL|RAYA SEDATI AGUNG 39|0|0|0|0|0|0|0|4|0
G301|SURABAYA|T0KI|IR JUANDA|0|0|0|0|0|0|12|8|0
G301|SURABAYA|T0N0|GADING FAJAR|0|0|0|0|0|0|2|2|8
G301|SURABAYA|T0N9|VILLA BUKIT MAS RD 12|0|0|0|0|0|0|1|0|0
G301|SURABAYA|T0R5|POINT APARTEMEN METROPOLIS|0|0|0|0|0|0|0|4|0
G301|SURABAYA|T0RS|DUKUH KUPANG 62|0|0|0|0|0|0|1|1|1
G301|SURABAYA|T0TA|APARTEMEN AMEGA|0|0|0|0|0|0|2|2|6
G301|SURABAYA|T0U6|KEPUH PERMAI|0|0|0|0|0|0|1|4|0
G301|SURABAYA|T0UW|POINT REST AREA KM 754 A4|0|0|0|0|0|0|5|11|3
G301|SURABAYA|T0V3|TERIK KRIAN|0|0|0|0|0|0|4|2|3
G301|SURABAYA|T0XU|RAYA NGAGEL 209|0|0|0|0|0|0|1|6|2
G301|SURABAYA|T11F|TANGGULANGIN 3|0|0|0|0|0|0|2|6|0
G301|SURABAYA|T13F|BRIGJEND KATAMSO|0|0|0|0|0|0|6|10|8
G301|SURABAYA|T1FH|BENDUL MERISI 4|0|0|0|0|0|0|2|4|6
G301|SURABAYA|T1G7|POINT REST AREA KM 754 A3|0|0|0|0|0|0|0|1|0
G301|SURABAYA|T1KH|BECIRO|0|0|0|0|0|0|1|4|8
G301|SURABAYA|T1LN|POINT REST AREA KM 754 A1|0|0|0|0|0|0|7|18|0
G301|SURABAYA|T1MK|GAYUNGSARI BARAT 30|0|0|0|0|0|0|11|10|0
G301|SURABAYA|T1ST|PURI MAS|0|0|0|0|0|0|2|4|12
G301|SURABAYA|T1T5|RAYA SIDOREJO|0|0|0|0|0|0|7|5|5
G301|SURABAYA|T1UB|GRAHA JENGGOLO UTARA|0|0|0|0|0|0|2|6|1
G301|SURABAYA|T1X8|RAYA BULANG|0|0|0|0|0|0|3|7|3
G301|SURABAYA|T1YB|GAJAH MADA|0|0|0|0|0|0|4|2|0
G301|SURABAYA|T21V|RAYA TENGGILIS 2|0|0|0|0|0|0|3|8|0
G301|SURABAYA|T24V|RAYA PABEAN SEDATI|0|0|0|0|0|0|6|0|0
G301|SURABAYA|T27W|KEDUNGSOLO|0|0|0|0|0|0|6|6|1
G301|SURABAYA|T2AW|SARIROGO 2|0|0|0|0|0|0|1|2|7
G301|SURABAYA|T2B0|KENDANGSARI INDUSTRI|0|0|0|0|0|0|1|2|0
G301|SURABAYA|T2CB|JABARAN|0|0|0|0|0|0|1|3|3
G301|SURABAYA|T2GG|RAYA GELAM 03|0|0|0|0|0|0|1|3|3
G301|SURABAYA|T2HK|KARAH INDAH|0|0|0|0|0|0|4|10|0
G301|SURABAYA|T2M6|DURUNG BANJAR|0|0|0|0|0|0|1|4|8
G301|SURABAYA|T33F|FRESH SEDATI GEDE 162A|0|0|0|0|0|0|6|7|1
G301|SURABAYA|T33I|FRESH INDRAGIRI 18|0|0|0|0|0|0|2|7|4
G301|SURABAYA|T3EI|TAMAN PONDOK JATI|0|0|0|0|0|0|4|6|2
G301|SURABAYA|T3KH|TENGGILIS MEJOYO|0|0|0|0|0|0|3|6|0
G301|SURABAYA|T3KK|A YANI GEDANGAN|0|0|0|0|0|0|3|6|1
G301|SURABAYA|T3L8|FRESH PENJARINGAN ASRI|0|0|0|0|0|0|0|4|3
G301|SURABAYA|T3OG|MANGGA WAGE|0|0|0|0|0|0|4|5|0
G301|SURABAYA|T3QQ|MEDOKAN SAWAH 167|0|0|0|0|0|0|5|3|6
G301|SURABAYA|T3RX|A YANI FRONTAGE|0|0|0|0|0|0|3|3|0
G301|SURABAYA|T3VJ|RAYA PRAPEN NO 7|0|0|0|0|0|0|0|8|0
G301|SURABAYA|T3WJ|SUMBER REJO WONOAYU|0|0|0|0|0|0|1|4|7
G301|SURABAYA|T406|GRIYO KEBRAON|0|0|0|0|0|0|2|5|2
G301|SURABAYA|T407|FRESH PONDOK JATI|0|0|0|0|0|0|6|12|3
G301|SURABAYA|T415|GUNUNGSARI|0|0|0|0|0|0|4|4|4
G301|SURABAYA|T41N|PADEMONEGORO|0|0|0|0|0|0|2|4|8
G301|SURABAYA|T42N|SPBU CIWI|0|0|0|0|0|0|5|5|1
G301|SURABAYA|T42T|SERUNI|0|0|0|0|0|0|1|3|5
G301|SURABAYA|T430|MENANGGAL|0|0|0|0|0|0|11|5|1
G301|SURABAYA|T436|FRESH PANDUGO RUNGKUT|0|0|0|0|0|0|3|10|7
G301|SURABAYA|T4DB|GILANG 3|0|0|0|0|0|0|2|10|0
G301|SURABAYA|T4HH|PAGESANGAN|0|0|0|0|0|0|6|7|0
G301|SURABAYA|T4OC|A YANI 3|0|0|0|0|0|0|3|10|2
G301|SURABAYA|T4R6|SPBU BERBEK INDUSTRY|0|0|0|0|0|0|0|7|0
G301|SURABAYA|T4U4|SEDATI AGUNG|0|0|0|0|0|0|2|4|10
G301|SURABAYA|T53W|TAMBAKREJO 2|0|0|0|0|0|0|2|10|0
G301|SURABAYA|T55H|MOJOPAHIT 2|0|0|0|0|0|0|0|4|0
G301|SURABAYA|T56C|BANJARSARI|0|0|0|0|0|0|0|5|2
G301|SURABAYA|T5CF|WONOREJO SELATAN|0|0|0|0|0|0|2|1|4
G301|SURABAYA|T5FB|PONDOK JATI BP 11|0|0|0|0|0|0|3|2|6
G301|SURABAYA|T5HF|MOJOPAHIT|0|0|0|0|0|0|0|6|0
G301|SURABAYA|T5JA|NIRWANA EXECUTIVE|0|0|0|0|0|0|1|1|2
G301|SURABAYA|T5JZ|RA MUSTIKA|0|0|0|0|0|0|0|2|5
G301|SURABAYA|T5KF|MAYJEND SUNGKONO 192|0|0|0|0|0|0|8|3|0
G301|SURABAYA|T5KL|HR MUHAMMAD 2|0|0|0|0|0|0|3|2|5
G301|SURABAYA|T5ON|BRINGIN BENDO|0|0|0|0|0|0|1|3|3
G301|SURABAYA|T5OS|TRUNOJOYO 4|0|0|0|0|0|0|3|2|1
G301|SURABAYA|T5PU|GAYUNGSARI BARAT 99|0|0|0|0|0|0|7|2|5
G301|SURABAYA|T5W5|KRIAN 5|0|0|0|0|0|0|2|10|5
G301|SURABAYA|T5ZS|RAYA LAJUK 44|0|0|0|0|0|0|2|1|1
G301|SURABAYA|T606|BENDUL MERISI 2|0|0|0|0|0|0|2|1|4
G301|SURABAYA|T61C|JATISARI|0|0|0|0|0|0|2|5|5
G301|SURABAYA|T66Q|CILIWUNG|0|0|0|0|0|0|1|3|4
G301|SURABAYA|T676|PORONG 3|0|0|0|0|0|0|0|4|0
G301|SURABAYA|T67Q|A YANI 2|0|0|0|0|0|0|3|2|0
G301|SURABAYA|T687|WONOCOLO|0|0|0|0|0|0|6|4|7
G301|SURABAYA|T6F6|KEDUNGREJO|0|0|0|0|0|0|1|3|0
G301|SURABAYA|T6HF|GAJAH MADA SEKOLAHAN|0|0|0|0|0|0|21|6|0
G301|SURABAYA|T6IN|CANGKRINGSARI|0|0|0|0|0|0|5|5|10
G301|SURABAYA|T6KH|FRESH JOYOBOYO|0|0|0|0|0|0|3|3|7
G301|SURABAYA|T6O3|TENGGILIS MEJOYO 2|0|0|0|0|0|0|8|9|7
G301|SURABAYA|T6PS|RAYA SIDOREJO KM 24|0|0|0|0|0|0|2|4|2
G301|SURABAYA|T6RA|RAYA MARGOREJO 2|0|0|0|0|0|0|1|4|0
G301|SURABAYA|T6S8|CANGKRINGTURI|0|0|0|0|0|0|3|1|4
G301|SURABAYA|T6ZS|FRESH WIYUNG 2|0|0|0|0|0|0|0|2|1
G301|SURABAYA|T75C|SEKETI|0|0|0|0|0|0|2|3|3
G301|SURABAYA|T76V|SARIROGO|0|0|0|0|0|0|1|2|5
G301|SURABAYA|T7A1|KREMBUNG 3|0|0|0|0|0|0|4|2|1
G301|SURABAYA|T7AE|PEPE SEDATI|0|0|0|0|0|0|2|5|5
G301|SURABAYA|T7AH|DAMARSI|0|0|0|0|0|0|1|5|8
G301|SURABAYA|T7BD|FRESH RAYA CEMENGKALANG|0|0|0|0|0|0|7|4|5
G301|SURABAYA|T7ED|KYAI MOJO|0|0|0|0|0|0|2|5|5
G301|SURABAYA|T7G3|JAMBANGAN 165 A|0|0|0|0|0|0|1|8|0
G301|SURABAYA|T7K3|A YANI 2|0|0|0|0|0|0|2|6|1
G301|SURABAYA|T7KS|BEBEKAN TIMUR|0|0|0|0|0|0|2|5|10
G301|SURABAYA|T7LC|FRESH KEBOAN ANOM|0|0|0|0|0|0|3|9|9
G301|SURABAYA|T7Q6|BUDURAN|0|0|0|0|0|0|10|12|9
G301|SURABAYA|T7R2|FRESH PERUMTAS 3|0|0|0|0|0|0|3|4|6
G301|SURABAYA|T7TQ|RAYA CANGKRING KREMBUNG|0|0|0|0|0|0|1|1|4
G301|SURABAYA|T7XG|KEDUNG PANDAN|0|0|0|0|0|0|0|7|0
G301|SURABAYA|T7Z4|MEDOKAN AYU|0|0|0|0|0|0|6|4|7
G301|SURABAYA|T80K|RAYA BERBEK|0|0|0|0|0|0|2|4|1
G301|SURABAYA|T82K|FRESH PONDOK JATI AJ - 37|0|0|0|0|0|0|3|7|5
G301|SURABAYA|T84K|FRESH PONDOK CANDRA|0|0|0|0|0|0|6|15|3
G301|SURABAYA|T8DO|PELAYARAN TEMPEL|0|0|0|0|0|0|0|0|4
G301|SURABAYA|T8FH|SIWALANKERTO 2|0|0|0|0|0|0|0|5|0
G301|SURABAYA|T8GN|WATESARI|0|0|0|0|0|0|0|1|0
G301|SURABAYA|T8II|RAYA KETINTANG 177|0|0|0|0|0|0|1|14|0
G301|SURABAYA|T8LV|TANGGULANGIN KLUDAN|0|0|0|0|0|0|1|3|0
G301|SURABAYA|T8OQ|MENGANTI KEDURUS|0|0|0|0|0|0|2|3|2
G301|SURABAYA|T8OT|PUTAT TANGGULANGIN|0|0|0|0|0|0|3|3|0
G301|SURABAYA|T94R|BRINGIN INDAH|0|0|0|0|0|0|2|8|1
G301|SURABAYA|T98F|KENDANGSARI|0|0|0|0|0|0|2|2|2
G301|SURABAYA|T9AK|SPBU KARANG PILANG|0|0|0|0|0|0|2|4|3
G301|SURABAYA|T9H7|SIWALANKERTO|0|0|0|0|0|0|0|10|0
G301|SURABAYA|T9HK|A YANI|0|0|0|0|0|0|6|8|1
G301|SURABAYA|T9HU|ECO MEDAYU|0|0|0|0|0|0|2|6|7
G301|SURABAYA|T9KH|FRESH BHAYANGKARI|0|0|0|0|0|0|9|2|6
G301|SURABAYA|T9N3|JEMURSARI 96|0|0|0|0|0|0|7|5|0
G301|SURABAYA|T9OE|MASTRIP 185|0|0|0|0|0|0|12|4|2
G301|SURABAYA|T9PB|RAYA SIDODADI|0|0|0|0|0|0|5|11|10
G301|SURABAYA|T9QW|SIDOTEMU|0|0|0|0|0|0|4|4|5
G301|SURABAYA|T9R6|BIBIS KARAH|0|0|0|0|0|0|1|5|1
G301|SURABAYA|T9RE|PERUM MAGERSARI|0|0|0|0|0|0|3|6|6
G301|SURABAYA|T9UE|PAKEM JAYA|0|0|0|0|0|0|2|1|5
G301|SURABAYA|T9VB|RAYA SEMAMBUNG WONOAYU|0|0|0|0|0|0|1|4|9
G301|SURABAYA|T9W9|RAYA GELAM 46|0|0|0|0|0|0|2|4|0
G301|SURABAYA|TA1B|JEMIRAHAN|0|0|0|0|0|0|2|1|4
G301|SURABAYA|TA6T|WONOMLATI|0|0|0|0|0|0|3|3|4
G301|SURABAYA|TADI|SUKO ASRI|0|0|0|0|0|0|1|9|2
G301|SURABAYA|TAGL|RAYA WATUTULIS|0|0|0|0|0|0|1|0|2
G301|SURABAYA|TAGV|RAYA KERET|0|0|0|0|0|0|6|5|0
G301|SURABAYA|TAH6|DARMO PERMAI|0|0|0|0|0|0|3|6|10
G301|SURABAYA|TAH7|MENGANTI KARANGAN|0|0|0|0|0|0|3|5|7
G301|SURABAYA|TAH8|KUTISARI SELATAN|0|0|0|0|0|0|5|8|5
G301|SURABAYA|TAKT|TENGGILIS MEJOYO 2|0|0|0|0|0|0|1|2|0
G301|SURABAYA|TALL|A. YANI FRONTAGE 127|0|0|0|0|0|0|4|8|2
G301|SURABAYA|TALM|KRAMAT JEGU|0|0|0|0|0|0|3|2|1
G301|SURABAYA|TAME|RAYA MARGOREJO|0|0|0|0|0|0|0|4|1
G301|SURABAYA|TAZM|CILIWUNG 74|0|0|0|0|0|0|0|6|5
G301|SURABAYA|TB0Q|PAGERNGUMBUK|0|0|0|0|0|0|3|2|2
G301|SURABAYA|TB4Q|RUNGKUT ASRI|0|0|0|0|0|0|3|4|0
G301|SURABAYA|TBD7|FRESH IR. SOEKARNO AA-6|0|0|0|0|0|0|0|4|3
G301|SURABAYA|TBEX|REWWIN|0|0|0|0|0|0|4|6|2
G301|SURABAYA|TBVE|SURUH SUKODONO|0|0|0|0|0|0|0|4|3
G301|SURABAYA|TBZK|DIAN ISTANA CL1 NO. 9-11|0|0|0|0|0|0|11|18|31
G301|SURABAYA|TCBU|SIWALANKERTO 27|0|0|0|0|0|0|5|10|0
G301|SURABAYA|TCJ2|GONDOWIJOYO|0|0|0|0|0|0|2|5|12
G301|SURABAYA|TCJ3|RAYA BECIRONGENGOR|0|0|0|0|0|0|1|3|5
G301|SURABAYA|TCLI|RAYA PRAPEN 323|0|0|0|0|0|0|19|28|18
G301|SURABAYA|TCOY|GEBANG RAYA|0|0|0|0|0|0|3|3|7
G301|SURABAYA|TCPO|GRIYO TAMAN ASRI|0|0|0|0|0|0|3|4|6
G301|SURABAYA|TCVI|PANDUGO KAV 9|0|0|0|0|0|0|1|3|9
G301|SURABAYA|TCXJ|GREEN HILL RESIDENCE 11|0|0|0|0|0|0|1|7|6
G301|SURABAYA|TCYN|FRESH KRIAN 6|0|0|0|0|0|0|0|6|11
G301|SURABAYA|TCZN|GILANG|0|0|0|0|0|0|3|1|1
G301|SURABAYA|TD1K|PONDOK TROSOBO INDAH|0|0|0|0|0|0|1|5|1
G301|SURABAYA|TD3N|TROPODO 78|0|0|0|0|0|0|1|1|1
G301|SURABAYA|TD8Z|KEBARON|0|0|0|0|0|0|3|8|6
G301|SURABAYA|TDA6|POINT TERMINAL PURABAYA|0|0|0|0|0|0|12|13|9
G301|SURABAYA|TDCW|LINGKAR BARAT|0|0|0|0|0|0|1|1|5
G301|SURABAYA|TDGI|JAMBANGAN|0|0|0|0|0|0|3|7|2
G301|SURABAYA|TDIK|BENDOTRETEK|0|0|0|0|0|0|2|5|12
G301|SURABAYA|TDL4|KELOPO SEPULUH|0|0|0|0|0|0|4|3|8
G301|SURABAYA|TDLW|DUKUH TENGAH|0|0|0|0|0|0|2|3|1
G301|SURABAYA|TDNP|ANUSANATA 4|0|0|0|0|0|0|4|6|10
G301|SURABAYA|TDOF|FRESH SIDOSERMO 109|0|0|0|0|0|0|2|8|10
G301|SURABAYA|TDQN|BRIGJEND KATAMSO P7|0|0|0|0|0|0|7|8|7
